深圳,整租·华侨城四海云亭4室1厅,宝安区,沙井,120㎡,东,4室1厅1卫,12天前发布,4200元/月,https://image1.ljcdn.com/rent-user-avatar/9b2ce345-0c9e-4ab9-80b8-a6498516da72.250x182.jpg,https://sz.lianjia.com/zufang/SZ2240271553537785856.html
深圳,整租·华侨城四海云亭4室2厅,宝安区,沙井,129㎡,东南,4室2厅2卫,6天前发布,4600元/月,https://image1.ljcdn.com/rent-user-avatar/b346a80b-6938-4f32-9771-90bf632d7263.250x182.jpg,https://sz.lianjia.com/zufang/SZ2244771549225951232.html
深圳,整租·华侨城四海云亭4室2厅,宝安区,沙井,129㎡,南,4室2厅2卫,21天前发布,4800元/月,https://image1.ljcdn.com/rent-user-avatar/aa5f3b7f-b82b-4dae-8afd-291ded2ca19d.250x182.jpg,https://sz.lianjia.com/zufang/SZ2233799876608016384.html
深圳,整租·华侨城四海云亭4室2厅,宝安区,沙井,129㎡,南,4室2厅2卫,21天前发布,4800元/月,https://image1.ljcdn.com/rent-user-avatar/b914dc2b-7187-45f4-a4f5-7e927ac98053.250x182.jpg,https://sz.lianjia.com/zufang/SZ2233799880810168320.html
深圳,整租·华侨城四海云亭4室2厅,宝安区,沙井,129㎡,南,4室2厅2卫,21天前发布,4800元/月,https://image1.ljcdn.com/rent-user-avatar/b5f98997-a7de-4559-abfc-6242dfeed5e1.250x182.jpg,https://sz.lianjia.com/zufang/SZ2233799885382500352.html
深圳,整租·华侨城四海云亭4室2厅,宝安区,沙井,129㎡,南,4室2厅2卫,21天前发布,4800元/月,https://image1.ljcdn.com/rent-user-avatar/3e00561b-0415-433a-8fc5-c81ba9df458e.250x182.jpg,https://sz.lianjia.com/zufang/SZ2233799889140596736.html
深圳,合租·东乐花园3室1厅,宝安区,沙井,6㎡,西,3室1厅1卫,1个月前发布,1660元/月,https://image1.ljcdn.com/rent-house-1/636f69b83827f24f7723a443c68fdbb3-1556615703244/37afc9cb20b2affe7dc1c664551a2d16.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2224742993448148992.html
深圳,合租·东乐花园4室1厅,宝安区,沙井,11㎡,南,4室1厅1卫,28天前发布,1660元/月,https://image1.ljcdn.com/rent-house-1/636f69b83827f24f7723a443c68fdbb3-1555794944279/13f207b3f5966633c71e8cdfdafb6cca.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2228895467512020992.html
深圳,合租·东乐花园3室1厅,宝安区,沙井,14㎡,南,3室1厅1卫,4个月前发布,1960元/月,https://image1.ljcdn.com/rent-house-1/636f69b83827f24f7723a443c68fdbb3-1556611706582/1aa909a9537b2a7d5b14b7f242e9865d.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2145711665701208064.html
深圳,合租·东乐花园5室1厅,宝安区,沙井,9㎡,东,5室1厅2卫,7个月前发布,2190元/月,https://image1.ljcdn.com/rent-house-1/636f69b83827f24f7723a443c68fdbb3-1537424119560/088e3ff29187dc95afa6ff76b65cd322.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2085316931598434304.html
深圳,整租·桃源居七区3室2厅,宝安区,桃源居,120㎡,东南南,3室2厅2卫,12天前发布,6500元/月,https://image1.ljcdn.com/rent-user-avatar/bafc5d4a-b0d9-4452-a612-12e04f75f847.250x182.jpg,https://sz.lianjia.com/zufang/SZ2240495287560830976.html
深圳,整租·宝星智荟城1室0厅,宝安区,桃源居,38㎡,南,1室0厅1卫,19天前发布,3500元/月,https://image1.ljcdn.com/rent-user-avatar/86c5c3b2-accf-462d-88fa-c8977d87c4d3.250x182.jpg,https://sz.lianjia.com/zufang/SZ2235244835759980544.html
深圳,整租·桃源居二区3室2厅,宝安区,桃源居,120㎡,东南,3室2厅2卫,11天前发布,5500元/月,https://image1.ljcdn.com/rent-user-avatar/cf8cb8f6-d103-4e8e-af46-6fb5b7a75b4c.250x182.jpg,https://sz.lianjia.com/zufang/SZ2241011008586399744.html
深圳,整租·户型方正 采光通风良好 优势小三房,宝安区,桃源居,72㎡,东北,3室1厅1卫,今天发布,4600元/月,https://image1.ljcdn.com/440300-inspection/d5e0b7b7-25b6-4b33-8075-26af09427834.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2247853445640372224.html
深圳,价格实惠 房子相对较新 小区门口有公园 安静舒适复式,宝安区,桃源居,158㎡,东南,3室2厅3卫,2个月前发布,8000元/月,https://image1.ljcdn.com/440300-inspection/prod-179e6966-4805-4eb6-8e15-fcaf2cbc3751.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2199317905827430400.html
深圳,桃源居十三区3室2厅6200元,宝安区,桃源居,126㎡,东南,3室2厅2卫,3天前发布,6200元/月,https://image1.ljcdn.com/440300-inspection/95669148-7f43-4d9b-b758-f405137e83f5.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2227411265872207872.html
深圳,合租·桃源居七区5室1厅,宝安区,桃源居,13㎡,南,5室1厅2卫,4个月前发布,1690元/月,https://image1.ljcdn.com/rent-house-1/636f69b83827f24f7723a443c68fdbb3-1549854488977/07f74558bf1ddec5d7d63091c2bf0284.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2151769523035324416.html
深圳,宝安桃源居桃园盛景园电梯大三房,宝安区,桃源居,135㎡,南,3室2厅2卫,1个月前发布,7200元/月,https://image1.ljcdn.com/440300-inspection/41226e46-d5da-4042-b8ae-5c6b236bca59.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2223806194449907712.html
深圳,桃源居二区3室2厅5600元,宝安区,桃源居,120㎡,东南,3室2厅2卫,今天发布,5600元/月,https://image1.ljcdn.com/440300-inspection/f85870b8-5da7-4df2-8b99-4560c40b6e5b.jpg.250x182.jpg,https://sz.lianjia.com/zufang/SZ2249010305340276736.html
